state,district,market,commodity,current_month,forecast_horizon_months,forecast_month,current_price,predicted_price,lower_bound,upper_bound,uncertainty_width,price_change_pct,market_signal,weather_reference_month,rainfall_total_mm,rainfall_mean_daily_mm,rainy_days,heavy_rain_days,extreme_rain_days,max_daily_rainfall_mm,temperature_mean_c,temperature_min_c,temperature_max_c,heatwave_days,weather_disruption_score,weather_risk_level,weather_risk_explanation,weather_data_status,weather_is_forecast
Bihar,Muzaffarpur,Muzaffarpur Market,Wheat,2026-08-01,2,2026-10-01,3507.947741935484,3162.542631915447,3101.189892096774,3255.489101382489,154.29920928571437,-9.846358481653494,FALLING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Wheat,2026-08-01,3,2026-11-01,3507.947741935484,3104.9342201456257,3022.6394444444445,3188.2345508448543,165.5951064004098,-11.488583965264503,FALLING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Onion,2026-08-01,1,2026-09-01,3182.2125806451613,3276.6900665926187,3237.7660381720434,3314.0138669124426,76.2478287403992,2.968924405682005,RISING,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Onion,2026-08-01,2,2026-10-01,3182.2125806451613,3365.8821489753727,3325.2308451612903,3393.5528119354835,68.32196677419324,5.77175671566776,RISING,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Onion,2026-08-01,3,2026-11-01,3182.2125806451613,3387.177458346385,3339.3082289170507,3454.042032565284,114.73380364823332,6.440954917589728,RISING,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Potato,2026-08-01,1,2026-09-01,1794.5729032258066,1759.8407993124863,1706.497393924731,1839.3762981182792,132.87890419354812,-1.9353966534816256,STABLE,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Potato,2026-08-01,2,2026-10-01,1794.5729032258066,1703.5745408125415,1621.0414046594983,1808.726489919355,187.68508525985635,-5.07075317194928,FALLING,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Potato,2026-08-01,3,2026-11-01,1794.5729032258066,1664.391036187963,1557.6071359447003,1780.503205376344,222.8960694316436,-7.254197742751896,FALLING,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Rice,2026-08-01,1,2026-09-01,3834.096129032258,3763.068024417573,3712.31784762603,3818.313449193549,105.9956015675184,-1.8525384399428844,STABLE,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Rice,2026-08-01,2,2026-10-01,3834.096129032258,3691.434661811198,3616.382674193548,3778.854532258064,162.47185806451623,-3.720863077501091,FALLING,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Rice,2026-08-01,3,2026-11-01,3834.096129032258,3589.7283240730417,3534.9962862903226,3665.618485197132,130.62219890680944,-6.373544030595178,FALLING,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Tomato,2026-08-01,1,2026-09-01,2136.7748387096776,2039.310483648425,2001.6046854838712,2107.8485916129034,106.2439061290322,-4.561283355438058,FALLING,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Tomato,2026-08-01,2,2026-10-01,2136.7748387096776,1957.16693846154,1907.655201747312,2010.3646059139785,102.70940416666669,-8.405560426600514,FALLING,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Tomato,2026-08-01,3,2026-11-01,2136.7748387096776,1877.6615951586616,1847.6309498655912,1907.7162148233488,60.085264957757545,-12.126370961363673,FALLING,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Wheat,2026-08-01,1,2026-09-01,3143.7419354838707,3183.790245938336,3112.274167419355,3250.379045698925,138.10487827957013,1.273905787317782,STABLE,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Wheat,2026-08-01,2,2026-10-01,3143.7419354838707,3325.986838523978,3238.246829032258,3425.7626555080096,187.5158264757515,5.797069440817725,RISING,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Patna City,Patna City Market,Wheat,2026-08-01,3,2026-11-01,3143.7419354838707,3586.808173560276,3474.4250694470043,3656.568195340502,182.14312589349765,14.09359442247636,RISING,2026-08-01,133.57464570749818,4.3088595389515545,27,0,0,11.10252931255598,32.14307105734185,28.6317876760322,36.38622142211368,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Onion,2026-08-01,1,2026-09-01,3211.674193548387,3297.1417146261697,3227.353826344086,3357.1729561290326,129.81912978494665,2.6611516588285937,RISING,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Onion,2026-08-01,2,2026-10-01,3211.674193548387,3263.7635563071426,3214.655668556068,3329.3621625806454,114.70649402457776,1.6218756828881589,STABLE,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Onion,2026-08-01,3,2026-11-01,3211.674193548387,3230.717587911261,3150.7327462365597,3304.8043354838715,154.0715892473122,0.592942908129627,STABLE,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Potato,2026-08-01,1,2026-09-01,1805.4212903225805,1716.0150141245383,1691.8102362903223,1749.1555751440094,57.34533885368705,-4.952100469695217,FALLING,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Potato,2026-08-01,2,2026-10-01,1805.4212903225805,1650.5707926562227,1594.0991658602152,1730.5998182192234,136.5006523590082,-8.57697305866434,FALLING,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Potato,2026-08-01,3,2026-11-01,1805.4212903225805,1597.5335230128064,1561.3389124253288,1654.7199161290323,93.38100370370375,-11.514640290556786,FALLING,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Rice,2026-08-01,1,2026-09-01,3546.389677419355,3591.084221036537,3535.872129185868,3678.895887557604,143.02375837173622,1.2602829266553046,STABLE,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Rice,2026-08-01,2,2026-10-01,3546.389677419355,3564.962388666924,3515.165107580645,3646.2566755299536,131.09156794930868,0.5237075712752551,STABLE,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Rice,2026-08-01,3,2026-11-01,3546.389677419355,3447.162940521945,3392.86592655914,3531.5956797235026,138.7297531643626,-2.7979648578724547,FALLING,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2026-08-01,1,2026-09-01,2054.6167741935483,2122.219612111548,2083.0491836661545,2179.661234767025,96.6120511008703,3.2902893993228663,RISING,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2026-08-01,2,2026-10-01,2054.6167741935483,2121.062649987515,2081.2905808064515,2165.322177419355,84.03159661290329,3.233979038258724,RISING,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2026-08-01,3,2026-11-01,2054.6167741935483,2098.914840394919,2055.698776344086,2147.4646340053764,91.76585766129028,2.1560257249801684,RISING,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2026-08-01,1,2026-09-01,3361.419032258065,3475.906521048797,3429.687137781036,3517.238739872565,87.55160209152928,3.405927309033667,RISING,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2026-08-01,2,2026-10-01,3361.419032258065,3651.391045974594,3597.414852956989,3732.553120967742,135.1382680107531,8.626476227265771,RISING,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2026-08-01,3,2026-11-01,3361.419032258065,3773.422224627522,3722.702667741936,3820.214146390169,97.51147864823317,12.256823336086436,RISING,2026-08-01,173.01449162007538,5.581112632905657,28,1,0,42.683530824616994,31.57208791594336,27.19124137354988,35.54743720726861,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2026-08-01,1,2026-09-01,2985.169032258065,2910.329725118361,2855.883414784946,2959.066641251222,103.18322646627576,-2.5070375020972766,FALLING,2026-08-01,131.4596916830103,4.240635215580977,29,0,0,7.926339299679327,31.81164472732084,27.57340111383988,35.05342732144142,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2026-08-01,2,2026-10-01,2985.169032258065,2933.3116397124904,2859.367324516129,3009.0434248387096,149.67610032258062,-1.7371677109469414,STABLE,2026-08-01,131.4596916830103,4.240635215580977,29,0,0,7.926339299679327,31.81164472732084,27.57340111383988,35.05342732144142,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2026-08-01,3,2026-11-01,2985.169032258065,3026.2868938139723,2947.1561596774195,3135.437364874552,188.2812051971323,1.3774048005852702,STABLE,2026-08-01,131.4596916830103,4.240635215580977,29,0,0,7.926339299679327,31.81164472732084,27.57340111383988,35.05342732144142,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Jamshedpur,Jamshedpur Market,Potato,2026-08-01,1,2026-09-01,1573.6029032258066,1517.1804951243553,1486.292603686636,1555.5648846953409,69.27228100870457,-3.585555668827772,FALLING,2026-08-01,131.4596916830103,4.240635215580977,29,0,0,7.926339299679327,31.81164472732084,27.57340111383988,35.05342732144142,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Jharkhand,Jamshedpur,Jamshedpur Market,Potato,2026-08-01,2,2026-10-01,1573.6029032258066,1495.6303939645406,1440.7592229390682,1533.0543034946234,92.29508055555516,-4.95503084681823,FALLING,2026-08-01,131.4596916830103,4.240635215580977,29,0,0,7.926339299679327,31.81164472732084,27.57340111383988,35.05342732144142,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
