state,district,market,commodity,current_month,forecast_horizon_months,forecast_month,current_price,predicted_price,lower_bound,upper_bound,uncertainty_width,price_change_pct,market_signal
Uttar Pradesh,Kanpur,Kanpur Market,Tomato,2026-08-01,1,2026-09-01,1933.9774193548387,1967.870750466135,1945.239267849462,2001.4713523809523,56.23208453149027,1.752519485082861,STABLE
Uttar Pradesh,Kanpur,Kanpur Market,Wheat,2026-08-01,1,2026-09-01,3718.115806451613,3602.3380365427606,3529.266312043011,3682.9229605734763,153.6566485304652,-3.113882835708257,FALLING
Uttar Pradesh,Lucknow,Lucknow Market,Onion,2026-08-01,1,2026-09-01,2812.340967741936,2885.1319448732347,2810.998481003584,2942.350444550342,131.35196354675827,2.5882699845511143,RISING
Uttar Pradesh,Lucknow,Lucknow Market,Potato,2026-08-01,1,2026-09-01,1743.497741935484,1671.716276260278,1634.81773234767,1707.7401075268817,72.92237517921171,-4.117095419666012,FALLING
Uttar Pradesh,Lucknow,Lucknow Market,Rice,2026-08-01,1,2026-09-01,3173.998387096774,3054.5111411816356,3003.9274528315414,3110.546093010753,106.61864017921152,-3.764565426399987,FALLING
Uttar Pradesh,Lucknow,Lucknow Market,Tomato,2026-08-01,1,2026-09-01,2101.3787096774195,2004.6091623590432,1984.5264389208908,2023.0956629800305,38.56922405913974,-4.6050503354167525,FALLING
Uttar Pradesh,Lucknow,Lucknow Market,Wheat,2026-08-01,1,2026-09-01,3145.2951612903225,3065.771840233565,3016.9261522580646,3111.5553312479474,94.6291789898828,-2.5283261817671203,FALLING
Uttar Pradesh,Varanasi,Varanasi Market,Onion,2026-08-01,1,2026-09-01,2787.4845161290323,2913.339660385359,2881.820733145162,2954.6057880525686,72.78505490740645,4.5150078333386094,RISING
Uttar Pradesh,Varanasi,Varanasi Market,Potato,2026-08-01,1,2026-09-01,1730.058387096774,1630.4093906109526,1614.6839444892473,1652.79365124808,38.10970675883277,-5.759863206295778,FALLING
Uttar Pradesh,Varanasi,Varanasi Market,Rice,2026-08-01,1,2026-09-01,3843.6506451612895,3797.818688404855,3762.0116929510154,3828.9849462365587,66.97325328554325,-1.1924069325637487,STABLE
Uttar Pradesh,Varanasi,Varanasi Market,Tomato,2026-08-01,1,2026-09-01,1861.1583870967745,1880.6916296557629,1841.1181335125448,1907.4414881720431,66.32335465949836,1.049520701430378,STABLE
Uttar Pradesh,Varanasi,Varanasi Market,Wheat,2026-08-01,1,2026-09-01,3208.081612903226,3139.3047307795323,3093.77244,3202.70154983871,108.92910983870979,-2.143863231130597,FALLING
West Bengal,Bardhaman,Bardhaman Market,Onion,2026-08-01,1,2026-09-01,2837.662258064516,2845.8123851039204,2806.2048900000004,2888.5600944700464,82.35520447004592,0.28721272294621675,STABLE
West Bengal,Bardhaman,Bardhaman Market,Potato,2026-08-01,1,2026-09-01,1520.0083870967742,1595.6468793064969,1568.721392050691,1623.7004284331795,54.9790363824884,4.9761891349950185,RISING
West Bengal,Bardhaman,Bardhaman Market,Rice,2026-08-01,1,2026-09-01,3679.471612903226,3484.722803923903,3445.932977419355,3548.3610843010756,102.4281068817204,-5.292847165782575,FALLING
West Bengal,Bardhaman,Bardhaman Market,Tomato,2026-08-01,1,2026-09-01,1949.377741935484,1988.4354279674135,1939.9464187096773,2036.0700049923198,96.12358628264246,2.0035976194716474,RISING
West Bengal,Bardhaman,Bardhaman Market,Wheat,2026-08-01,1,2026-09-01,3681.6438709677423,3768.8780152955715,3732.0240322580644,3812.084289833822,80.06025757575753,2.3694346163063074,RISING
West Bengal,Malda,Malda Market,Onion,2026-08-01,1,2026-09-01,3338.2883870967744,3370.9541044473262,3325.6283174193545,3442.1203290322583,116.49201161290375,0.9785169393037495,STABLE
West Bengal,Malda,Malda Market,Potato,2026-08-01,1,2026-09-01,1580.2548387096774,1508.7009843407068,1462.4197097371566,1545.75218120474,83.33247146758345,-4.527994638345571,FALLING
West Bengal,Malda,Malda Market,Rice,2026-08-01,1,2026-09-01,3357.635483870968,3226.0558775742184,3149.9918834408604,3273.829640399386,123.83775695852546,-3.918817481195235,FALLING
West Bengal,Malda,Malda Market,Tomato,2026-08-01,1,2026-09-01,2032.1416129032257,1930.492975773722,1902.3618936098314,1956.0960134408601,53.73411983102869,-5.002044960059796,FALLING
West Bengal,Malda,Malda Market,Wheat,2026-08-01,1,2026-09-01,3775.25741935484,3787.6311436915103,3763.594664731183,3818.6090031105987,55.014338379415676,0.3277584271004489,STABLE
West Bengal,Siliguri,Siliguri Market,Onion,2026-08-01,1,2026-09-01,3465.6312903225808,3437.250354051726,3401.4898410394267,3473.341261290323,71.85142025089635,-0.818925439359509,STABLE
West Bengal,Siliguri,Siliguri Market,Potato,2026-08-01,1,2026-09-01,1754.2367741935482,1643.8093174207756,1617.8301991039427,1680.03506827957,62.20486917562721,-6.294900346251028,FALLING
West Bengal,Siliguri,Siliguri Market,Rice,2026-08-01,1,2026-09-01,3312.9729032258065,3176.153829227646,3132.8136384024574,3232.609243032697,99.79560463023972,-4.129797556295775,FALLING
West Bengal,Siliguri,Siliguri Market,Tomato,2026-08-01,1,2026-09-01,2033.830967741936,2063.744346209824,1940.397677141268,2123.534896221198,183.13721907992976,1.4707898022174033,STABLE
West Bengal,Siliguri,Siliguri Market,Wheat,2026-08-01,1,2026-09-01,3775.457096774194,3622.11451643996,3588.640626497696,3652.1062447311824,63.465618233486566,-4.0615633128304385,FALLING
Bihar,Gaya,Gaya Market,Onion,2026-08-01,2,2026-10-01,3446.4603225806454,3414.0076483623825,3298.294700030722,3517.39154289006,219.0968428593378,-0.9416233230842178,STABLE
Bihar,Gaya,Gaya Market,Potato,2026-08-01,2,2026-10-01,1494.281935483871,1484.059067563088,1438.3412866666665,1536.5252142857141,98.18392761904761,-0.6841324704546152,STABLE
Bihar,Gaya,Gaya Market,Rice,2026-08-01,2,2026-10-01,3651.7425806451615,3329.011984394552,3239.4146524028965,3446.037731021505,206.62307861860836,-8.837714847731457,FALLING
Bihar,Gaya,Gaya Market,Tomato,2026-08-01,2,2026-10-01,1733.033870967742,1704.4887754329466,1616.228349247312,1816.6915973886332,200.46324814132117,-1.6471170017499714,STABLE
Bihar,Gaya,Gaya Market,Wheat,2026-08-01,2,2026-10-01,3259.0254838709675,3091.1562391906664,3027.1340617511523,3138.678846344086,111.54478459293387,-5.150903100055276,FALLING
Bihar,Muzaffarpur,Muzaffarpur Market,Onion,2026-08-01,2,2026-10-01,3100.4812903225807,3394.0686826224205,3343.5196502986855,3474.7950161761632,131.27536587747773,9.46909091876166,RISING
Bihar,Muzaffarpur,Muzaffarpur Market,Potato,2026-08-01,2,2026-10-01,1529.677741935484,1672.5286328280479,1617.3204716845878,1712.2695684043779,94.94909671979008,9.338626494742371,RISING
Bihar,Muzaffarpur,Muzaffarpur Market,Rice,2026-08-01,2,2026-10-01,2972.7683870967744,3159.9564909088267,3020.4640261648747,3251.634123870968,231.1700977060932,6.296760441362924,RISING
Bihar,Muzaffarpur,Muzaffarpur Market,Tomato,2026-08-01,2,2026-10-01,1680.8848387096775,1829.7560758839477,1745.2155230824376,1908.9053838709683,163.68986078853072,8.856718422693989,RISING
Bihar,Muzaffarpur,Muzaffarpur Market,Wheat,2026-08-01,2,2026-10-01,3507.947741935484,3162.542631915447,3101.189892096774,3255.4891013824886,154.29920928571437,-9.846358481653494,FALLING
Bihar,Patna City,Patna City Market,Onion,2026-08-01,2,2026-10-01,3182.2125806451613,3365.8821489753727,3325.2308451612903,3393.5528119354835,68.32196677419324,5.77175671566776,RISING
Bihar,Patna City,Patna City Market,Potato,2026-08-01,2,2026-10-01,1794.5729032258066,1703.5745408125417,1621.0414046594983,1808.7264899193547,187.68508525985635,-5.07075317194928,FALLING
Bihar,Patna City,Patna City Market,Rice,2026-08-01,2,2026-10-01,3834.096129032258,3691.434661811198,3616.382674193548,3778.8545322580644,162.47185806451625,-3.720863077501091,FALLING
Bihar,Patna City,Patna City Market,Tomato,2026-08-01,2,2026-10-01,2136.7748387096776,1957.16693846154,1907.6552017473116,2010.3646059139783,102.70940416666667,-8.405560426600514,FALLING
Bihar,Patna City,Patna City Market,Wheat,2026-08-01,2,2026-10-01,3143.7419354838707,3325.986838523978,3238.246829032258,3425.7626555080096,187.5158264757515,5.797069440817725,RISING
Jharkhand,Dhanbad,Dhanbad Market,Onion,2026-08-01,2,2026-10-01,3211.674193548387,3263.7635563071426,3214.6556685560677,3329.3621625806454,114.70649402457775,1.6218756828881589,STABLE
Jharkhand,Dhanbad,Dhanbad Market,Potato,2026-08-01,2,2026-10-01,1805.4212903225805,1650.5707926562227,1594.0991658602152,1730.5998182192234,136.5006523590082,-8.57697305866434,FALLING
Jharkhand,Dhanbad,Dhanbad Market,Rice,2026-08-01,2,2026-10-01,3546.389677419355,3564.962388666924,3515.165107580645,3646.2566755299536,131.09156794930868,0.5237075712752551,STABLE
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2026-08-01,2,2026-10-01,2054.6167741935483,2121.062649987515,2081.2905808064515,2165.322177419355,84.03159661290329,3.233979038258724,RISING
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2026-08-01,2,2026-10-01,3361.419032258065,3651.391045974594,3597.414852956989,3732.553120967742,135.1382680107531,8.626476227265771,RISING
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2026-08-01,2,2026-10-01,2985.169032258065,2933.3116397124904,2859.367324516129,3009.0434248387096,149.67610032258062,-1.7371677109469414,STABLE
Jharkhand,Jamshedpur,Jamshedpur Market,Potato,2026-08-01,2,2026-10-01,1573.6029032258066,1495.6303939645406,1440.7592229390682,1533.0543034946234,92.29508055555516,-4.95503084681823,FALLING
Jharkhand,Jamshedpur,Jamshedpur Market,Rice,2026-08-01,2,2026-10-01,3284.445806451613,3649.6477961194732,3564.7480554252197,3742.211792114695,177.46373668947535,11.11913580520941,RISING
Jharkhand,Jamshedpur,Jamshedpur Market,Tomato,2026-08-01,2,2026-10-01,2066.0709677419354,2166.2130134549984,2117.8580045161293,2223.799864650538,105.94186013440867,4.846979957446037,RISING
Jharkhand,Jamshedpur,Jamshedpur Market,Wheat,2026-08-01,2,2026-10-01,3126.059677419355,3452.954566342776,3410.4655000000002,3536.3631876152076,125.89768761520736,10.457090479900293,RISING
Jharkhand,Ranchi,Ranchi Market,Onion,2026-08-01,2,2026-10-01,3204.0106451612905,3413.6125536241398,3370.2733963133637,3463.238008064517,92.96461175115337,6.541860551536895,RISING
Jharkhand,Ranchi,Ranchi Market,Potato,2026-08-01,2,2026-10-01,1445.6093548387096,1468.9172295679612,1436.753050015361,1510.790652016129,74.03760200076795,1.6123217971187036,STABLE
Jharkhand,Ranchi,Ranchi Market,Rice,2026-08-01,2,2026-10-01,3673.556129032258,3677.737370715762,3600.064956003584,3737.4200668202766,137.35511081669256,0.11382000265246048,STABLE
Jharkhand,Ranchi,Ranchi Market,Tomato,2026-08-01,2,2026-10-01,1601.7548387096774,1665.1286792336582,1629.4362782258063,1720.1939876344088,90.75770940860252,3.956525617555352,RISING
Jharkhand,Ranchi,Ranchi Market,Wheat,2026-08-01,2,2026-10-01,3725.158064516129,3766.84265820174,3734.694800921659,3789.9663681318684,55.27156721020947,1.1190020118253878,STABLE
Uttar Pradesh,Kanpur,Kanpur Market,Onion,2026-08-01,2,2026-10-01,3035.7767741935486,2936.089906846623,2857.3487956989247,3012.498953118279,155.1501574193544,-3.2837350952264095,FALLING
Uttar Pradesh,Kanpur,Kanpur Market,Potato,2026-08-01,2,2026-10-01,1583.9135483870969,1714.698792784152,1650.5537862449378,1775.3676194623658,124.81383321742805,8.257094873027256,RISING
Uttar Pradesh,Kanpur,Kanpur Market,Rice,2026-08-01,2,2026-10-01,3803.744516129033,3677.699019025111,3622.8546024193547,3745.9078623655914,123.05325994623672,-3.3137214281729728,FALLING
Uttar Pradesh,Kanpur,Kanpur Market,Tomato,2026-08-01,2,2026-10-01,1933.9774193548387,1987.2711054930537,1942.1810509139784,2065.844729416283,123.66367850230449,2.755651932895544,RISING
Uttar Pradesh,Kanpur,Kanpur Market,Wheat,2026-08-01,2,2026-10-01,3718.115806451613,3470.3894020378007,3392.0201838172047,3557.378843317972,165.35865950076732,-6.662686621647492,FALLING
Uttar Pradesh,Lucknow,Lucknow Market,Onion,2026-08-01,2,2026-10-01,2812.340967741936,3011.309479783317,2901.7147053763438,3112.496160860215,210.781455483871,7.074836028902119,RISING
Uttar Pradesh,Lucknow,Lucknow Market,Potato,2026-08-01,2,2026-10-01,1743.497741935484,1606.6260981422445,1563.3272686379928,1677.094436923963,113.76716828597023,-7.850405566989509,FALLING
Uttar Pradesh,Lucknow,Lucknow Market,Rice,2026-08-01,2,2026-10-01,3173.998387096774,3063.2058530478084,3013.272342857143,3110.3793150537635,97.10697219662052,-3.4906298156725404,FALLING
Uttar Pradesh,Lucknow,Lucknow Market,Tomato,2026-08-01,2,2026-10-01,2101.3787096774195,1912.8412526895413,1891.1187295161287,1937.309488821593,46.190759305464326,-8.97208371435439,FALLING
Uttar Pradesh,Lucknow,Lucknow Market,Wheat,2026-08-01,2,2026-10-01,3145.2951612903225,2985.2238439866824,2931.384386200717,3024.2192198156677,92.83483361495064,-5.0892303931810545,FALLING
Uttar Pradesh,Varanasi,Varanasi Market,Onion,2026-08-01,2,2026-10-01,2787.4845161290323,3075.659794060677,3024.1452823924733,3132.1210878494626,107.97580545698929,10.338183988617542,RISING
Uttar Pradesh,Varanasi,Varanasi Market,Potato,2026-08-01,2,2026-10-01,1730.058387096774,1581.8812987442204,1553.7383451612905,1629.5348919354838,75.7965467741933,-8.564860553707135,FALLING
Uttar Pradesh,Varanasi,Varanasi Market,Rice,2026-08-01,2,2026-10-01,3843.6506451612895,3726.1363286918613,3655.41356374808,3797.064726451613,141.65116270353292,-3.0573620580570995,FALLING
Uttar Pradesh,Varanasi,Varanasi Market,Tomato,2026-08-01,2,2026-10-01,1861.1583870967745,1951.6804006373413,1890.951975,2001.0515901497695,110.09961514976953,4.863745835289835,RISING
Uttar Pradesh,Varanasi,Varanasi Market,Wheat,2026-08-01,2,2026-10-01,3208.081612903226,3160.084259023773,3114.5989651135005,3220.6675604838706,106.06859537037008,-1.4961388041502048,STABLE
West Bengal,Bardhaman,Bardhaman Market,Onion,2026-08-01,2,2026-10-01,2837.662258064516,2970.4689693086552,2899.137421236559,3102.52161155914,203.38419032258116,4.680145104185953,RISING
West Bengal,Bardhaman,Bardhaman Market,Potato,2026-08-01,2,2026-10-01,1520.0083870967742,1686.982594929763,1656.494258294931,1719.3765074884795,62.88224919354866,10.985084638375628,RISING
West Bengal,Bardhaman,Bardhaman Market,Rice,2026-08-01,2,2026-10-01,3679.471612903226,3363.6208452200767,3282.3666880184333,3437.85712874552,155.49044072708693,-8.584133835290885,FALLING
West Bengal,Bardhaman,Bardhaman Market,Tomato,2026-08-01,2,2026-10-01,1949.377741935484,2006.173391741004,1920.6156775000002,2088.4744957910907,167.85881829109053,2.9135271519582036,RISING
West Bengal,Bardhaman,Bardhaman Market,Wheat,2026-08-01,2,2026-10-01,3681.6438709677423,3783.120407146303,3755.5901041935485,3820.6255378494616,65.03543365591304,2.756283327096682,RISING
West Bengal,Malda,Malda Market,Onion,2026-08-01,2,2026-10-01,3338.2883870967744,3371.118617464783,3306.299443548387,3441.3495241935484,135.05008064516142,0.9834450041795234,STABLE
West Bengal,Malda,Malda Market,Potato,2026-08-01,2,2026-10-01,1580.2548387096774,1454.2399879064617,1423.9874413210446,1509.9558075268817,85.96836620583713,-7.974337285124873,FALLING
West Bengal,Malda,Malda Market,Rice,2026-08-01,2,2026-10-01,3357.635483870968,3073.1756656463185,3000.369761290322,3144.5305114247312,144.16075013440923,-8.472027996818166,FALLING
West Bengal,Malda,Malda Market,Tomato,2026-08-01,2,2026-10-01,2032.1416129032257,1868.919816670936,1800.9668258064517,1932.2774435483873,131.31061774193563,-8.0320089503557,FALLING
West Bengal,Malda,Malda Market,Wheat,2026-08-01,2,2026-10-01,3775.25741935484,3747.573484634786,3679.16876344086,3790.9937212903224,111.82495784946241,-0.7332992600219793,STABLE
West Bengal,Siliguri,Siliguri Market,Onion,2026-08-01,2,2026-10-01,3465.6312903225808,3359.825321125741,3323.221038440861,3403.1261077419354,79.90506930107449,-3.053007095483353,FALLING
West Bengal,Siliguri,Siliguri Market,Potato,2026-08-01,2,2026-10-01,1754.2367741935482,1615.9407863366923,1559.4001733333337,1687.3012660714285,127.9010927380948,-7.883541714055836,FALLING
West Bengal,Siliguri,Siliguri Market,Rice,2026-08-01,2,2026-10-01,3312.9729032258065,3130.194339335118,3044.201270967742,3197.8980492473124,153.69677827957048,-5.517055805458564,FALLING
West Bengal,Siliguri,Siliguri Market,Tomato,2026-08-01,2,2026-10-01,2033.830967741936,2117.2114920752133,2082.5090335445466,2161.3778139784945,78.8687804339479,4.099678176591566,RISING
West Bengal,Siliguri,Siliguri Market,Wheat,2026-08-01,2,2026-10-01,3775.457096774194,3441.509723484864,3370.448581468071,3494.9147439463763,124.46616247830525,-8.845217008946,FALLING
Bihar,Gaya,Gaya Market,Onion,2026-08-01,3,2026-11-01,3446.4603225806454,3393.6838228086713,3237.447833064516,3544.329979072581,306.88214600806486,-1.5313247457453998,STABLE
Bihar,Gaya,Gaya Market,Potato,2026-08-01,3,2026-11-01,1494.281935483871,1534.7664851370384,1491.5541041788856,1589.0268704301077,97.47276625122208,2.709297937143167,RISING
Bihar,Gaya,Gaya Market,Rice,2026-08-01,3,2026-11-01,3651.7425806451615,3220.36470260967,3159.8002468817203,3290.1021719354835,130.30192505376317,-11.81293227846523,FALLING
Bihar,Gaya,Gaya Market,Tomato,2026-08-01,3,2026-11-01,1733.033870967742,1783.7973657816035,1726.1694888888892,1876.6384035522276,150.4689146633384,2.929169225383622,RISING
Bihar,Gaya,Gaya Market,Wheat,2026-08-01,3,2026-11-01,3259.0254838709675,3125.480998740218,3087.9097174731182,3176.2591177419354,88.34940026881713,-4.097681524482263,FALLING
Bihar,Muzaffarpur,Muzaffarpur Market,Onion,2026-08-01,3,2026-11-01,3100.4812903225807,3464.1067719484226,3409.097394504182,3532.2390202764977,123.14162577231582,11.728033410838922,RISING
Bihar,Muzaffarpur,Muzaffarpur Market,Potato,2026-08-01,3,2026-11-01,1529.677741935484,1774.8975246024988,1720.8012234677417,1811.5799037634408,90.77868029569913,16.030813284681848,RISING
Bihar,Muzaffarpur,Muzaffarpur Market,Rice,2026-08-01,3,2026-11-01,2972.7683870967744,3427.927430038175,3347.6796374807986,3507.0548984529296,159.37526097213095,15.310948707508015,RISING
Bihar,Muzaffarpur,Muzaffarpur Market,Tomato,2026-08-01,3,2026-11-01,1680.8848387096775,1950.6779538402345,1884.1936448924732,2006.9835529185868,122.78990802611361,16.05066027828904,RISING
Bihar,Muzaffarpur,Muzaffarpur Market,Wheat,2026-08-01,3,2026-11-01,3507.947741935484,3104.9342201456257,3022.6394444444445,3188.2345508448543,165.5951064004098,-11.488583965264503,FALLING
Bihar,Patna City,Patna City Market,Onion,2026-08-01,3,2026-11-01,3182.2125806451613,3387.177458346385,3339.3082289170507,3454.042032565284,114.73380364823333,6.440954917589728,RISING
Bihar,Patna City,Patna City Market,Potato,2026-08-01,3,2026-11-01,1794.5729032258066,1664.391036187963,1557.6071359447005,1780.503205376344,222.89606943164358,-7.254197742751896,FALLING
Bihar,Patna City,Patna City Market,Rice,2026-08-01,3,2026-11-01,3834.096129032258,3589.7283240730417,3534.9962862903226,3665.618485197132,130.62219890680944,-6.373544030595178,FALLING
Bihar,Patna City,Patna City Market,Tomato,2026-08-01,3,2026-11-01,2136.7748387096776,1877.6615951586618,1847.6309498655912,1907.7162148233488,60.085264957757545,-12.126370961363673,FALLING
Bihar,Patna City,Patna City Market,Wheat,2026-08-01,3,2026-11-01,3143.7419354838707,3586.808173560276,3474.4250694470043,3656.568195340502,182.14312589349765,14.093594422476361,RISING
Jharkhand,Dhanbad,Dhanbad Market,Onion,2026-08-01,3,2026-11-01,3211.674193548387,3230.7175879112615,3150.7327462365593,3304.8043354838715,154.0715892473122,0.592942908129627,STABLE
Jharkhand,Dhanbad,Dhanbad Market,Potato,2026-08-01,3,2026-11-01,1805.4212903225805,1597.5335230128064,1561.3389124253288,1654.7199161290325,93.38100370370375,-11.514640290556786,FALLING
Jharkhand,Dhanbad,Dhanbad Market,Rice,2026-08-01,3,2026-11-01,3546.389677419355,3447.162940521945,3392.86592655914,3531.5956797235026,138.7297531643626,-2.7979648578724547,FALLING
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2026-08-01,3,2026-11-01,2054.6167741935483,2098.914840394919,2055.698776344086,2147.4646340053764,91.76585766129028,2.1560257249801684,RISING
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2026-08-01,3,2026-11-01,3361.419032258065,3773.422224627522,3722.702667741936,3820.214146390169,97.51147864823315,12.256823336086436,RISING
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2026-08-01,3,2026-11-01,2985.169032258065,3026.2868938139723,2947.1561596774195,3135.437364874552,188.2812051971323,1.3774048005852702,STABLE
