state,district,commodity,forecast_month_1m,forecast_price_1m,lower_bound_1m,upper_bound_1m,price_change_pct_1m,market_signal_1m,uncertainty_level_1m,weather_risk_level_1m,weather_disruption_score_1m,weather_data_status_1m,forecast_month_2m,forecast_price_2m,lower_bound_2m,upper_bound_2m,price_change_pct_2m,market_signal_2m,uncertainty_level_2m,weather_risk_level_2m,weather_disruption_score_2m,weather_data_status_2m,forecast_month_3m,forecast_price_3m,lower_bound_3m,upper_bound_3m,price_change_pct_3m,market_signal_3m,uncertainty_level_3m,weather_risk_level_3m,weather_disruption_score_3m,weather_data_status_3m,current_price,forecast_trajectory,multi_horizon_signal,weather_risk_level,weather_disruption_score,weather_data_status,suitability_status,profitability_status,decision_note
Bihar,Patna City,Onion,2026-09-01,3276.6900665926187,3237.7660381720434,3314.0138669124426,2.968924405682005,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3365.8821489753727,3325.2308451612903,3393.5528119354835,5.77175671566776,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3387.177458346385,3339.3082289170507,3454.042032565284,6.440954917589728,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3182.2125806451613,CONSISTENTLY_RISING,CONSISTENTLY_RISING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Bihar,Patna City,Potato,2026-09-01,1759.8407993124863,1706.497393924731,1839.3762981182792,-1.9353966534816256,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,1703.5745408125415,1621.0414046594983,1808.726489919355,-5.070753171949294,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,1664.391036187963,1557.6071359447003,1780.503205376344,-7.254197742751896,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,1794.5729032258066,VARIABLE_TRAJECTORY,MIXED_WITH_DOWNWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Bihar,Patna City,Rice,2026-09-01,3763.068024417573,3712.31784762603,3818.313449193549,-1.852538439942896,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3691.434661811198,3616.382674193548,3778.854532258064,-3.720863077501091,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3589.7283240730417,3534.9962862903226,3665.618485197132,-6.373544030595178,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3834.096129032258,VARIABLE_TRAJECTORY,MIXED_WITH_DOWNWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Bihar,Patna City,Tomato,2026-09-01,2039.310483648425,2001.6046854838712,2107.8485916129034,-4.561283355438047,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,1957.16693846154,1907.655201747312,2010.3646059139785,-8.405560426600514,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,1877.6615951586616,1847.6309498655912,1907.7162148233488,-12.126370961363682,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2136.7748387096776,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Bihar,Patna City,Wheat,2026-09-01,3183.790245938336,3112.274167419355,3250.379045698925,1.273905787317782,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3325.986838523978,3238.246829032258,3425.7626555080096,5.797069440817725,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3586.808173560276,3474.4250694470043,3656.568195340502,14.09359442247636,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3143.7419354838707,VARIABLE_TRAJECTORY,MIXED_WITH_UPWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Dhanbad,Onion,2026-09-01,3297.1417146261697,3227.353826344086,3357.1729561290326,2.6611516588285937,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3263.7635563071426,3214.655668556068,3329.3621625806454,1.6218756828881589,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3230.717587911261,3150.73274623656,3304.8043354838715,0.5929429081296128,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3211.674193548387,VARIABLE_TRAJECTORY,MIXED_WITH_UPWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Dhanbad,Potato,2026-09-01,1716.0150141245383,1691.8102362903223,1749.1555751440094,-4.952100469695229,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,1650.5707926562227,1594.0991658602152,1730.5998182192234,-8.57697305866434,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,1597.5335230128064,1561.3389124253288,1654.7199161290323,-11.514640290556786,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,1805.4212903225805,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Dhanbad,Rice,2026-09-01,3591.084221036537,3535.872129185868,3678.895887557604,1.2602829266553046,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3564.962388666924,3515.165107580645,3646.2566755299536,0.5237075712752551,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3447.162940521945,3392.86592655914,3531.5956797235026,-2.7979648578724547,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3546.389677419355,VARIABLE_TRAJECTORY,MIXED_WITH_DOWNWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Dhanbad,Tomato,2026-09-01,2122.219612111548,2083.0491836661545,2179.661234767025,3.2902893993228663,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,2121.062649987515,2081.2905808064515,2165.322177419355,3.233979038258724,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,2098.914840394919,2055.698776344086,2147.4646340053764,2.1560257249801684,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2054.6167741935483,CONSISTENTLY_RISING,CONSISTENTLY_RISING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Dhanbad,Wheat,2026-09-01,3475.906521048797,3429.687137781036,3517.238739872565,3.405927309033654,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3651.391045974594,3597.414852956989,3732.553120967742,8.626476227265771,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3773.422224627522,3722.702667741936,3820.214146390169,12.256823336086436,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3361.419032258065,CONSISTENTLY_RISING,CONSISTENTLY_RISING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Jamshedpur,Onion,2026-09-01,2910.329725118361,2855.883414784946,2959.066641251222,-2.5070375020972766,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,2933.3116397124904,2859.367324516129,3009.0434248387096,-1.7371677109469414,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3026.2868938139723,2947.1561596774195,3135.437364874552,1.3774048005852702,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2985.169032258065,VARIABLE_TRAJECTORY,MIXED_WITH_DOWNWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Jamshedpur,Potato,2026-09-01,1517.1804951243553,1486.292603686636,1555.5648846953409,-3.585555668827772,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,1495.6303939645406,1440.7592229390682,1533.0543034946234,-4.95503084681823,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,1496.796878963191,1447.410616845878,1551.474783333333,-4.88090255204583,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,1573.6029032258066,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Jamshedpur,Rice,2026-09-01,3438.3445363136907,3380.1511372247824,3495.948151438106,4.685683336889761,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3649.647796119473,3564.74805542522,3742.211792114695,11.119135805209398,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3763.604590245442,3713.763801075269,3812.933414623656,14.588725527229618,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3284.445806451613,CONSISTENTLY_RISING,CONSISTENTLY_RISING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Jamshedpur,Tomato,2026-09-01,2132.6224203421,2093.305732019116,2172.8062503225806,3.22116004915846,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,2166.2130134549984,2117.8580045161293,2223.799864650538,4.846979957446037,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,2181.366436011684,2133.425535752688,2233.9775544354834,5.58042148938176,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2066.0709677419354,CONSISTENTLY_RISING,CONSISTENTLY_RISING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Jamshedpur,Wheat,2026-09-01,3257.3747463147606,3198.414708736559,3318.205679922136,4.200657775151934,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3452.954566342776,3410.4655,3536.363187615208,10.457090479900293,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3628.531169457712,3557.4274726574504,3706.173481413211,16.0736372266943,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3126.059677419355,CONSISTENTLY_RISING,CONSISTENTLY_RISING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Ranchi,Onion,2026-09-01,3332.9149727362114,3296.232047715054,3381.084444560816,4.0232178307395055,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3413.61255362414,3370.273396313364,3463.238008064517,6.541860551536908,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3432.443632436271,3378.97001172043,3477.5971477534563,7.12959514101368,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3204.0106451612905,CONSISTENTLY_RISING,CONSISTENTLY_RISING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Ranchi,Potato,2026-09-01,1442.311400991455,1425.5861158064515,1461.654028870968,-0.2281358955111726,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,1468.9172295679612,1436.753050015361,1510.790652016129,1.6123217971187036,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,1541.1663099565478,1499.649126314827,1599.00604327957,6.610150577539656,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,1445.6093548387096,VARIABLE_TRAJECTORY,MIXED_WITH_UPWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Ranchi,Rice,2026-09-01,3704.279418020901,3633.112947741936,3763.146598709678,0.8363364519146939,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3677.737370715762,3600.064956003584,3737.4200668202766,0.1138200026524604,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3562.0286315498274,3474.213698986175,3662.429062903225,-3.0359546326521163,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3673.556129032258,VARIABLE_TRAJECTORY,MIXED_WITH_DOWNWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Ranchi,Tomato,2026-09-01,1624.0135999335885,1584.6882930645163,1657.9259327956993,1.389648445940828,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,1665.1286792336582,1629.4362782258063,1720.1939876344088,3.956525617555352,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,1770.967028858525,1730.7225875192016,1834.8442062041304,10.56417536938172,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,1601.7548387096774,VARIABLE_TRAJECTORY,MIXED_WITH_UPWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Jharkhand,Ranchi,Wheat,2026-09-01,3779.368579911572,3756.335794175628,3808.176275403226,1.4552540981233395,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3766.84265820174,3734.694800921659,3789.966368131869,1.1190020118253878,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3690.474206273616,3638.2823856374807,3769.415479120235,-0.9310707798655028,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3725.158064516129,CONSISTENTLY_STABLE,MIXED,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Kanpur,Onion,2026-09-01,2955.4024327407324,2877.24482296467,3034.258077419355,-2.6475708667402795,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-10-01,2936.089906846623,2857.3487956989247,3012.498953118279,-3.283735095226409,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-11-01,3007.065842017461,2869.180548924732,3112.4080403225807,-0.9457524156635236,STABLE,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,3035.7767741935486,VARIABLE_TRAJECTORY,MIXED_WITH_DOWNWARD_SIGNALS,HIGH,3,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Kanpur,Potato,2026-09-01,1628.6640811493517,1584.4298688172046,1666.9077208406168,2.825314096708396,RISING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-10-01,1714.698792784152,1650.5537862449378,1775.3676194623658,8.257094873027256,RISING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-11-01,1811.8089625709788,1764.2166555555557,1856.1245124470515,14.388122029510289,RISING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,1583.9135483870969,CONSISTENTLY_RISING,CONSISTENTLY_RISING,HIGH,3,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Kanpur,Rice,2026-09-01,3772.536009786926,3751.977097311828,3794.597766619593,-0.820467994361169,STABLE,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-10-01,3677.699019025111,3622.854602419354,3745.907862365592,-3.3137214281729728,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-11-01,3571.2867209917417,3519.434989247312,3625.4024428571424,-6.111288341043924,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,3803.744516129033,VARIABLE_TRAJECTORY,MIXED_WITH_DOWNWARD_SIGNALS,HIGH,3,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Kanpur,Tomato,2026-09-01,1967.870750466135,1945.239267849462,2001.4713523809523,1.752519485082861,STABLE,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-10-01,1987.2711054930537,1942.1810509139784,2065.844729416283,2.755651932895544,RISING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-11-01,1962.195465392265,1919.0147637096773,2058.1006003686634,1.4590680198758317,STABLE,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,1933.9774193548387,VARIABLE_TRAJECTORY,MIXED_WITH_UPWARD_SIGNALS,HIGH,3,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Kanpur,Wheat,2026-09-01,3602.3380365427606,3529.266312043011,3682.922960573476,-3.113882835708257,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-10-01,3470.3894020378007,3392.0201838172047,3557.378843317972,-6.662686621647492,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-11-01,3323.9173978361587,3240.06355483871,3415.6336933124862,-10.602101417375106,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,3718.115806451613,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,HIGH,3,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Lucknow,Onion,2026-09-01,2885.1319448732347,2810.998481003584,2942.350444550342,2.5882699845511143,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3011.309479783317,2901.714705376344,3112.496160860215,7.074836028902119,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3250.2366227931384,3181.278711520737,3329.995108064516,15.570503721772916,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2812.340967741936,CONSISTENTLY_RISING,CONSISTENTLY_RISING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
